key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,pubmed_id,pmc_id
rayyan-800531355,Measuring Sensitivity to Conflicts of Interest: A Preliminary Test of        Method,2013,3,,SCIENCE AND ENGINEERING ETHICS,1353-3452,19,1,43-62,"Lind, RA and Swenson-Lepper, T and Lind, Rebecca Ann and Swenson-Lepper, Tammy",,English,SPRINGER,"VAN GODEWIJCKSTRAAT 30, 3311 GZ DORDRECHT, NETHERLANDS","This study presents and develops test methods for assessing sensitivity to conflict of interest (COIsen). We are aware of no study assessing COIsen, but note that some popular methods for assessing ethical sensitivity and related constructs (which include COIsen) are flawed in that their presentation of stimulus material to subjects actually guides subjects to attend to ethical (or related) issues. The method tested here was designed to avoid this flaw. Using adaptations of two existing cases, a quota sample of 12 students was interviewed. Our method used funnel-sequenced, open-ended interviews that were audiotaped and transcribed, then subjected to a form of cognitive mapping. These maps revealed the presence of ""indicators"" of COIsen. We found that COIsen can be measured and that the global COIsen score generated by our method is able to reveal much variation across subjects, making it a worthwhile candidate for further consideration.","RAYYAN-INCLUSION: {""julius.fenn""=>""Excluded""}",,
rayyan-800531356,Value differences as determinants of importers' perceptions of        exporters' unethical behavior: The impact on relationship quality and        performance,2013,2,,INTERNATIONAL BUSINESS REVIEW,0969-5931,22,1,156-173,"Leonidou, CN and Leonidou, LC and Coudounaris, DN and Hultman, M and Leonidou, Constantinos N. and Leonidou, Leonidas C. and Coudounaris, Dafnis N. and Hultman, Magnus",,English,ELSEVIER,"RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS","The article focuses on the value drivers of the unethical marketing behavior of exporters, as seen from the perspective of their importers, and how this in turn affects the quality of their working relationship and performance. Based on a sample of 189 Cypriot importers, the study revealed that similarities in national, corporate, and personal values between importers and their foreign suppliers are negatively related to unethical marketing practices of the latter as perceived by the former, and vice versa. Perceived export marketing unethicality, in turn, negatively influences the exporter-importer relationship quality (as expressed in terms of cooperation, communication, trust, and commitment), which subsequently has harmful effects on the performance of the relationship. In addition, the existence of a high similarity in both value strength and ethical codes between importers and their export suppliers was found to positively affect the quality of the working relationship. Finally, the association of both corporate and personal values similarity with perceived export marketing unethicality was found to be moderated by network ties, although this was not evident in the case of national values similarity. The findings of the study have important implications for import managers in terms of properly selecting and handling relationships with their foreign suppliers. (C) 2012 Elsevier Ltd. All rights reserved.","RAYYAN-INCLUSION: {""julius.fenn""=>""Excluded""}",,
rayyan-800531357,CORPORATE SOCIAL RESPONSIBILITY: A MULTI-LEVEL EXPLANATION OF WHY        MANAGERS DO GOOD,2013,,,CONFIGURATIONAL THEORY AND METHODS IN ORGANIZATIONAL RESEARCH,0733-558X,38,,181-204,"Crilly, D and Crilly, Donal",,English,EMERALD GROUP PUBLISHING LTD,"HOWARD HOUSE, WAGON LANE, BINGLEY, W YORKSHIRE BD16 1WA, ENGLAND","This chapter explores the integrative effects of individual psychology and social context in explaining why managers would behave in socially responsible ways. To identify how factors at different levels of analysis combine to shape attitudes toward social responsibility, I apply fuzzy-set qualitative comparative analysis (fsQCA) to survey and archival data from 335 managers of overseas subsidiaries of three Dutch corporations. Attention to the simultaneous effects of individual psychological factors, the organizational context, and the broader social context offers a configurational perspective on the micro and macrofoundations of social responsibility.","RAYYAN-INCLUSION: {""julius.fenn""=>""Excluded""}",,
rayyan-800531358,The Next Stage of Eco-travel: Facilitating Transformation through        Personal Ethics,2013,,,TRANSFORMATIONAL TOURISM: TOURIST PERSPECTIVES,,,,169-179     D2 10.1079/9781780642093.0000,"Nowaczek, AMK and Nowaczek, Agnes M. K.",,English,CABI PUBLISHING-C A B INT,"CABI PUBLISHING, WALLINGFORD 0X10 8DE, OXON, ENGLAND",,"RAYYAN-INCLUSION: {""julius.fenn""=>""Excluded""}",,
rayyan-800531359,"Improving salespeople's trust in the organization, moral judgment and        performance through transformational leadership",2013,,,JOURNAL OF BUSINESS & INDUSTRIAL MARKETING,0885-8624,28,7,535-546,"Schwepker, CH and Good, DJ and Schwepker, Charles H., Jr. and Good, David J.",,English,EMERALD GROUP PUBLISHING LTD,"HOWARD HOUSE, WAGON LANE, BINGLEY BD16 1WA, W YORKSHIRE, ENGLAND","Purpose - The purpose of this paper is to determine if transformational leadership has an effect on business-to-business salespeople's trust in the organization, whether trust in the organization affects moral judgment and if moral judgment in turn affects salesperson performance, specifically ""world-class"" sales performance.        Design/methodology/approach - Through the utilization of a national survey of 345 business-to-business salespeople, this study explored linkages between transformational leadership, trust in the organization, moral judgment and world class sales performance using structural equation modeling.        Findings - Results suggest that transformational leadership can be used to influence sales performance through trust in the organization and salesperson moral judgment.        Originality/value - The paper furthers the understanding of transformational leadership and its impact on salespeople. The interaction of three variables (transformational leadership, trust in the organization, and the moral judgment of the salesperson) and their ability to relate to world class sales performance provide an interesting strategic guide for sales organizations, as well as a meaningful set of managerial tools that can assist in constructing a performance driven sales organization. These constructs have not been simultaneously investigated prior to this research.","RAYYAN-INCLUSION: {""julius.fenn""=>""Excluded""}",,
rayyan-800531360,"Using an Ethical Framework to Examine Linkages Between ""Going Green"" in        Research Practices and Information and Communication Technologies",2013,,,INTEGRATIONS OF TECHNOLOGY UTILIZATION AND SOCIAL DYNAMICS IN        ORGANIZATIONS,,,,243-262,"Zaman, M and Simmers, CA and Anandarajan, M and Zaman, Maliha and Simmers, Claire A. and Anandarajan, Murugan     BA Medlin, BD     BF Medlin, BD",,English,IGI GLOBAL,"701 E CHOCOLATE AVE, STE 200, HERSEY, PA 17033-1240 USA","The link between ""Going Green"" in research practices and Information and Communication Technologies (ICTs) is studied using general ethics and social psychology literature. This paper investigates and concludes that a researcher's ethical judgment is the strongest factor influencing their intention to follow green research practices (GRP). Their ethical judgment is molded indirectly by the researcher's attitude towards environmental awareness. Their intention towards GRP is influenced by existing research practices and experience in using a technology touted as a greening enabler, Web 2.0. The strength of the relationship suggests there is no pivotal turning point in the research practices to become green. This paper concludes that GRP represent a smaller, albeit important, paradigm shift affecting the conduct and dissemination of research with positive spillover effects for the environment.","RAYYAN-INCLUSION: {""julius.fenn""=>""Excluded""}",,
rayyan-800531361,Brand Attachment and Consumer Emotional Response to Unethical Firm        Behavior,2012,11,,PSYCHOLOGY & MARKETING,0742-6046,29,11,869-884,"Schmalz, S and Orth, UR and Schmalz, Sebastian and Orth, Ulrich R.",,English,WILEY,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA","Attaching consumers to a brand is a cornerstone of relationship marketing as attachment increases loyalty. This research investigates another possible benefit of attachment, its potential and limits for shielding brands from firms ethical missteps. Merging motivated reasoning and attachment theories, two studies focus on how brand attachment influences consumer judgments of firm ethics and the emotional and behavioral consequences developing from those. A field study indicates that attachment attenuates judgments of unethical behavior, contributes to emotional ambivalence, and affects purchase intentions. A subsequent experiment corroborates these findings and shows that the buffering role of attachment is limited to conditions when the information about firm ethics is moderately rather than extremely negative. Implications focus on advancing research on ethics and emotional ambivalence in consumer brand relationships and on managerial implications.","RAYYAN-INCLUSION: {""julius.fenn""=>""Excluded""}",,
rayyan-800531362,Spirituality and national culture as antecedents to ethical        decision-making: a comparison between the United States and Norway,2012,9,,JOURNAL OF BUSINESS ETHICS,0167-4544,110,1,33-44,"Beekun, RI and Westerman, JW and Beekun, Rafik I. and Westerman, James W.",,English,SPRINGER,"VAN GODEWIJCKSTRAAT 30, 3311 GZ DORDRECHT, NETHERLANDS","We investigate the cross-cultural relationships between spirituality and ethical decision-making in Norway and the U.S. Data were collected from business students (n = 149) at state universities in Norway and the U.S. Results indicate that intention to behave ethically was significantly related to spirituality, national culture, and the influence of peers. Americans were significantly less ethical than Norwegians based on the three dimensions of ethics, yet more spiritual overall. Interestingly, the more spiritual were Norwegians, the more ethical was their decision-making. By contrast, the more spiritual were Americans, the less ethical was their decision-making. The research also found that peer influences were more important to Norwegians than to Americans in making ethical decisions. Finally, spiritual people from the U.S. were more likely to use a universalistic form of justice ethics, as opposed to a more particularistic form of justice ethics used by Norwegians.","RAYYAN-INCLUSION: {""julius.fenn""=>""Included""} | RAYYAN-LABELS: excRelativism",,
rayyan-800531363,Managers' Ethical Evaluations of Earnings Management and Its        Consequences,2012,,,CONTEMPORARY ACCOUNTING RESEARCH,0823-9150,29,3,910-+,"Johnson, EN and Fleischman, GM and Valentine, S and Walker, KB and Johnson, Eric N. and Fleischman, Gary M. and Valentine, Sean and Walker, Kenton B.",,English,WILEY,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA","Current research on the ethics of earnings management has generally not examined the specific ethical dilemma that arises when a choice to engage in earnings management results in positive organizational consequences. In this study, we address this issue by examining the question: Do the ends of positive organizational consequences justify the means of earnings management? To test this question, we analyzed the responses of 264 experienced managers who evaluated scenarios in which an employee made a choice about whether or not to engage in earnings management behavior, with consequences that were either favorable or unfavorable to the organization. The results indicate that, although the ethical nature of an act has the greatest influence on ethical judgment, managers tended to discount the ethical impact of earnings management behavior when the consequences were favorable to the organization-implying that the ends do justify the means. This finding highlights the importance of establishing an ethical ""tone at the top'' to avoid employee rationalization of ethically questionable behaviors and situations where minor ethical lapses may become more serious. This research advances the ethics of earnings management literature and also provides empirical evidence about how managers actually respond to an earnings management ethical dilemma rather than simply stating what they should do. Implications of these findings for corporate governance and future research are also discussed.","RAYYAN-INCLUSION: {""julius.fenn""=>""Excluded""}",,
rayyan-800531364,Consumer outrage: Emotional reactions to unethical corporate behavior,2012,9,,JOURNAL OF BUSINESS RESEARCH,0148-2963,65,9,1364-1373,"Lindenmeier, J and Schleer, C and Pricl, D and Lindenmeier, Joerg and Schleer, Christoph and Pricl, Denise",,English,ELSEVIER SCIENCE INC,"360 PARK AVE SOUTH, NEW YORK, NY 10010-1710 USA","Unethical corporate conduct frequently leads to public outrage, which in turn triggers detrimental consumer behavior, such as consumer boycotts. However, few studies examine the effects of unethical corporate behavior on consumer emotions. To address this gap, the present work develops and validates a model of consumer outrage. The analysis suggests that consumer outrage is a compound emotion that comprises affective and cognitive experiences. Moreover, the results indicate that consumer outrage is a major trigger of boycotting behavior and that gender affects the predictions of the outrage model. The paper provides implications for management and suggestions for further research. (C) 2011 Elsevier Inc. All rights reserved.","RAYYAN-INCLUSION: {""julius.fenn""=>""Excluded""}",,
rayyan-800531365,The Contextual Antecedents of Organizational Trust: A Multidimensional        Cross-level Analysis,2012,7,,MANAGEMENT AND ORGANIZATION REVIEW,1740-8776,8,2,371-396,"Li, PP and Bai, YT and Xi, YM and Li, Peter Ping and Bai, Yuntao and Xi, Youmin",,English,WILEY-BLACKWELL,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA","In this article we seek to explore the contextual antecedents of organizational trust. In light of the complex links between organizational contexts and organizational behaviours, we focus on the effects of the three most critical contextual antecedents, i.e., leadership role, structural rule, and cultural norm at the organizational level, on organizational trust directly, and their behavioural outcomes at the individual level indirectly, using organizational trust as a cross-level mediator. The empirical results, based on a hierarchical linear model with a sample of 444 employees from 82 firms in China, lent support for our multidimensional cross-level model of contexttrustbehaviour link. We extend the research on organizational trust by treating it as a cross-level phenomenon and by specifying its core contextual antecedents and behavioural consequences.","RAYYAN-INCLUSION: {""julius.fenn""=>""Excluded""}",,
rayyan-800531366,Some Ethical Implications of Individual Competitiveness,2012,7,,JOURNAL OF BUSINESS ETHICS,0167-4544,108,3,347-359,"Mudrack, PE and Bloodgood, JM and Turnley, WH and Mudrack, Peter E. and Bloodgood, James M. and Turnley, William H.",,English,SPRINGER,"VAN GODEWIJCKSTRAAT 30, 3311 GZ DORDRECHT, NETHERLANDS","This study examined some ethical implications of two different individual competitive orientations. Winning is crucially important in hypercompetitiveness, whereas a personal development (PD) perspective considers competition as a means to self-discovery and self-improvement. In a sample of 263 senior-level undergraduate business students, survey results suggested that hypercompetitiveness was generally associated with ""poor ethics"" and PD competitiveness was linked with ""high ethics"". For example, hypercompetitive individuals generally saw nothing wrong with self-interested gain at the expense of others, but PD competitors viewed such activities as largely inappropriate. Hypercompetitive people also tended to be highly Machiavellian but not ethically idealistic. In contrast, PD competitors tended to be ethically idealistic but not Machiavellian. Managers that are interested in both high ethics and high functioning work groups may wish to consider the potential importance of attempting to channel hypercompetitive tendencies into PD directions.","RAYYAN-INCLUSION: {""julius.fenn""=>""Excluded""}",,
rayyan-800531367,"Moral Intensity, Issue Importance, and Ethical Reasoning in Operations        Situations",2012,7,,JOURNAL OF BUSINESS ETHICS,0167-4544,108,4,509-523,"Valentine, S and Hollingworth, D and Valentine, Sean and Hollingworth, David",,English,SPRINGER,"VAN GODEWIJCKSTRAAT 30, 3311 GZ DORDRECHT, NETHERLANDS","Previous work suggests that moral intensity and the perceived importance of an ethical issue can influence individual ethical decision making. However, prior research has not explored how the various dimensions of moral intensity might differentially affect PIE, or how moral intensity might function together with (or in the presence of) PIE to influence ethical decision making. In addition, prior work has also not adequately investigated how the operational context of an organization, which may embody conditions or practices that create barriers to ethical decision making, may differ from other functional areas of an organization. Consequently, this study investigated the relationships among moral intensity, perceived ethical issue importance, and three stages of the ethical reasoning process: recognition of an ethical issue, ethical judgment, and ethical intention. Using an internet-based, self-report survey containing two operations management scenarios and various ethics measures, information was collected from business professionals working for a Midwestern financial services organization. The hierarchical regression results indicated that some dimensions of moral intensity were positively related to PIE, ethical issue recognition, and ethical judgment, and that PIE was associated with increased ethical issue recognition and ethical judgment. The steps of ethical reasoning were also positively interrelated.","RAYYAN-INCLUSION: {""julius.fenn""=>""Excluded""}",,
rayyan-800531368,A research design for mapping national CSR terrains,2012,4,,INTERNATIONAL JOURNAL OF SUSTAINABLE DEVELOPMENT AND WORLD ECOLOGY,1350-4509,19,2,130-143,"Skouloudis, A and Evangelinos, K and Skouloudis, Antonis and Evangelinos, Konstantinos",,English,TAYLOR & FRANCIS INC,"530 WALNUT STREET, STE 850, PHILADELPHIA, PA 19106 USA","Most of the evidence on national progress in corporate social responsibility (CSR) relates to North America and Western Europe, making broad cross-national comparisons difficult. This study seeks to contribute to this end by developing a research design for CSR assessment in a national context. Drawing on prior theory and well-established research methods, developed in order to assess the multi-dimensionality of CSR, a research approach is proposed that can be applied to any country, regardless of the extent to which the notion has penetrated the domestic business sector. Such a research design can expand the existing pool of knowledge on national CSR patterns, inform managers on the national dimension of CSR and contribute to further identifying the relationship between cultural specificity and responsible business behaviour.","RAYYAN-INCLUSION: {""julius.fenn""=>""Excluded""}",,
rayyan-800531369,A PROPOSAL FOR AN EFFECTIVE ASSESSMENT OF THE DEVELOPMENT OF THE ETHICAL        COMPETENCE IN BUSINESS HIGHER EDUCATION,2012,,,"5TH INTERNATIONAL CONFERENCE OF EDUCATION, RESEARCH AND INNOVATION        (ICERI 2012)",,,,4454-4463,"Aldazabal, ME and Espinosa-Pike, M and Aldazabal, M. E. and Espinosa-Pike, M.",,English,IATED-INT ASSOC TECHNOLOGY EDUCATION & DEVELOPMENT,"LAURI VOLPI 6, VALENICA, BURJASSOT 46100, SPAIN","The European Higher Education Area has provided new challenges for all faculty involved in higher education. One of the major changes undertaken in the reform of university degrees is the need to develop generic competences in the curriculum which has conducted to a great change in the teaching-learning process, mainly in the innovative methodologies to achieve the new market and society demands.        Among the generic competences that arise in the curriculum, the necessity to behave in an ethical way appears in almost all the university degrees. The ethical competence is a very important one in all of them, but maybe, in particular, in the different degrees related to economic and business studies. The strong economic and financial crisis in which we are immersed, has its origins, almost in part, in the lack of ethical behaviour of those acting in the market. The lack of ethical behaviour has led to a reconsideration of university education. Society expects and demands a new role of universities in developing ethical professionals. It is not enough to train students in the technical aspects but also to give them the required ethical training in order to prepare them to resolve the multiple ethical situations in which they will probably be involved. It is necessary that they act as professionals and fulfil their role to society. In this line, it seems unavoidable to develop, as a priority objective, the ethical competence in future business professionals.        Today, different studies show that universities, especially those dedicated to business education, are increasing the ethical training of the students. The current debate is not centred on the need to integrate ethics, because nearly everyone involved in the education system agree. The main debate which must be taken is how to integrate the ethical competence in the curriculum and how to assess the effectiveness of that integration. This is a great challenge we face at this moment at university level.        In the academic literature there are several studies in different areas which try to assess the effectiveness of the integration of ethics in higher education. The main objective of this paper is to present the different instruments which are being used nowadays in the literature, and in particular, to make a proposal of an effective way to assess the development of the ethical competence in business higher education.","RAYYAN-INCLUSION: {""julius.fenn""=>""Excluded""}",,
rayyan-800531370,Toward Understanding Ethical Decision Making: A Redefined Measure of        Intent to Act Ethically,2012,,,DECISION MAKING THEORIES AND PRACTICES FROM ANALYSIS TO STRATEGY,,,,60-78,"Johnson, J and Coyle, T and Johnson, Jennie and Coyle, Tom     BA Tavana, M     BF Tavana, M",,English,IGI GLOBAL,"701 E CHOCOLATE AVE, STE 200, HERSEY, PA 17033-1240 USA","This paper proposes a step-wise methodology for the development of a scale measuring intent-to-act ethically, which is a step forward in the ethical decision-making process. To test the robustness of the methodology, data from two different populations gathered from 75 students and 181 professionals were examined to ensure reliability in ethical workplace scenarios. This research is relevant to recent issues like the current economic crisis lead by the sub-prime banking failures. The failures of Enron and Tyco are extreme examples of failure of societal members to act ethically. The construction of scale-measuring items was based on a theory of intent, and issues identified from the human resource management literature related to reasons employees do not report perceived unethical behavior in the workplace. Tested for social desirability bias, the results show that the proposed scale offers an improved reliability for assessing behavioral intent related to ethical decision-making. With these findings, this paper provides a tool for research that relies on a measure of ethical intent as a proxy for ethical behavior.        [GRAPHICS]        .","RAYYAN-INCLUSION: {""julius.fenn""=>""Included""} | RAYYAN-LABELS: excMixedScales",,
rayyan-800531371,"Predictors, consequence, and measurement of ethical judgments: Review        and meta-analysis",2012,1,,JOURNAL OF BUSINESS RESEARCH,0148-2963,65,1,84-91,"Pan, Y and Sparks, JR and Pan, Yue and Sparks, John R.",,English,ELSEVIER SCIENCE INC,"STE 800, 230 PARK AVE, NEW YORK, NY 10169 USA","As a central construct in theories of ethical decision making, ethical judgments have been the subject of more than one hundred empirical studies. Despite its size, the ethical judgments literature seems to lack clarity in three areas. First, empirical results are sometimes inconsistent or contradictory across studies. Second, a broad array of diverse measures of ethical judgments raises concerns about research validity. Third, differences in sample composition may affect comparability of study results. To help resolve these issues, this study conducts a review and meta-analysis of the ethical judgments literature. The results offer insights in all three areas. They help resolve some of the inconsistencies in the relationships between ethical judgments and certain theoretical antecedents; they support the use of diverse measures of ethical judgments; and they offer caution in the use of student samples in ethical judgments research. (C) 2011 Elsevier Inc. All rights reserved.","RAYYAN-INCLUSION: {""julius.fenn""=>""Excluded""} | RAYYAN-LABELS: EDM",,
rayyan-800531372,Effect of sense of personal efficacy on the perception of ethical        characters of menacing advertising and Intention to quit smoking,2012,,,"INNOVATION AND SUSTAINABLE COMPETITIVE ADVANTAGE: FROM REGIONAL        DEVELOPMENT TO WORLD ECONOMIES, VOLS 1-5",,,,552-+,"Saadellaoui, I and Gharbi, JE and Saadellaoui, Ines and Gharbi, Jamel-Eddine",,French,INT BUSINESS INFORMATION MANAGEMENT ASSOC-IBIMA,"34 E GERMANTOWN PIKE, NO. 327, NORRISTOWN, PA 19401 USA",This paper tries to understand the effects of perceived self-efficacy of smokers on the ethical judgment of threatening advertising and their intention to quit. The experimental study that we have conducted reveals that fear appeals are perceived ethical if smokers feel able to implement the recommendation of the message sender. Both the theoretical contributions managerial implications of such a result will be discussed in this paper.,"RAYYAN-INCLUSION: {""julius.fenn""=>""Excluded""}",,
rayyan-800531373,Ethical evaluation by consumers: the role of product harm and disclosure,2012,,,BRITISH FOOD JOURNAL,0007-070X,114,1,54-69,"Sun, PC and Chen, HP and Wang, KC and Sun, Pi-Chuan and Chen, Hsu-Ping and Wang, Kuang-cheng",,English,EMERALD GROUP PUBLISHING LIMITED,"HOWARD HOUSE, WAGON LANE, BINGLEY BD16 1WA, W YORKSHIRE, ENGLAND","Purpose - The purpose of this paper. is to explore the impacts of product harm, consumers' product knowledge and firms' negative information disclosure on ethical evaluation of a firm, especially, the moderating effects of product knowledge and negative information disclosure.        Design/methodology/approach - A 3 x 2 x 2 between-subject design with three levels of product harm, two levels of product knowledge, and two treatments of negative information was used in this study. The experimental product is diet food.        Findings - The findings reveal that the level of product harm affects consumers' ethical evaluation. Furthermore, the individual's ethical evaluation will influence his or her purchase intention. The main effect of subjective knowledge is significant while its moderating effect is not significant. It is also found that the negative information disclosure will lower consumer's ethical evaluation of a firm, and the effect of product harm on ethical evaluation will be stronger for harmful products than for harmless products when the negative information is disclosed.        Practical implications - Marketers might need to be especially responsive if their practices result in a diminished reputation for their firms and lost sales. Exploiting the vulnerability of consumers or worsening their situation by marketing harmful products might be evaluated as unethical under principles of justice. It is suggested that marketers include increased disclosures of actual product harm levels relative to industry norms.        Originality/value - Consumers' product knowledge and firms' negative information disclosure are integrated into the model, exploring the effect of product harm on consumer's ethical evaluation of a firm and their moderating effects are discussed.","RAYYAN-INCLUSION: {""julius.fenn""=>""Excluded""}",,
rayyan-800531374,Ethical Academic Judgments and Behaviors: Applying a Multidimensional        Ethics Scale to Measure the Ethical Academic Behavior of Graduate        Students,2012,,,ETHICS & BEHAVIOR,1050-8422,22,4,281-296,"Yang, SC and Yang, Shu Ching",,English,LAWRENCE ERLBAUM ASSOC INC-TAYLOR & FRANCIS,"325 CHESTNUT STREET, STE 800, PHILADELPHIA, PA 19106 USA","Using Reidenbach and Robin's Multidimensional Ethics Scale, this study investigated the relationships between background variables and students' ethical evaluations, judgments, and behavioral intentions using 3 scenarios involving dilemmas related to academic dishonesty. The sample included 436 master's students and 142 doctoral students. The study found that the participants used a combination of ethical philosophies to make ethical decisions. The respondents judged improper citations more harshly than acts of inappropriate authorship or the falsification of data. The doctoral students generally considered behaviors related to plagiarism and falsification to be more unethical than the master's students did, though no gender differences were found.","RAYYAN-INCLUSION: {""julius.fenn""=>""Excluded""}",,
rayyan-800531375,Do economic incentives alter ethical attitudes to vulnerable        stakeholders in developing countries? Lessons from a controlled        experiment,2011,12,7,AFRICAN JOURNAL OF BUSINESS MANAGEMENT,1993-8233,5,31,12309-12318,"Aarstad, J and Bjaneso, H and Skauge, T and Aarstad, Jarle and Bjaneso, Henry and Skauge, Tom",,English,ACADEMIC JOURNALS,"P O BOX 5170-00200 NAIROBI, VICTORIA ISLAND, LAGOS 73023, NIGERIA","Scholars argue that studies in business administration, more than other fields of study, expose self-interest and narrow economic assumptions. This can have negative consequences for ethical attitudes to stakeholders beyond a firm's shareholders. To study this, we carried out a controlled experiment and examined if economic incentives affected a cohort of business students' ethical attitudes to vulnerable stakeholders in a developing country as compared to a cohort of engineering students. For the business students, we found that economic incentives tended to legitimize an ethically questionable investment on issues that were related to relativism and egoism. The results were the opposite for the engineering students. Women were more ethically sensitive than men on issues that were related to universal fairness. The study discusses the findings' implications for management theory, education, and practice.","RAYYAN-INCLUSION: {""julius.fenn""=>""Excluded""}",,
rayyan-800531376,"Uncovering the Intellectual Structure of Research in Business Ethics: A        Journey Through the History, the Classics, and the Pillars of Journal of        Business Ethics",2011,12,,JOURNAL OF BUSINESS ETHICS,0167-4544,104,4,499-524,"Calabretta, G and Durisin, B and Ogliengo, M and Calabretta, Giulia and Durisin, Boris and Ogliengo, Marco",,English,SPRINGER,"VAN GODEWIJCKSTRAAT 30, 3311 GZ DORDRECHT, NETHERLANDS","After almost 30 years of publications, Journal of Business Ethics (JBE) has achieved the position of main marketplace for business ethics discussion and knowledge generation. Given the large amount of knowledge produced, an assessment of the state of the art could benefit both the constructive development of the discipline and the further growth of the journal itself. As the evolution of a discipline is set to be reflected in the evolution of its leading journal, we attempt to characterize changes in the intellectual structure of business ethics through a bibliometric analysis of articles published in JBE. Specifically, we conduct a knowledge-stock analysis to assess the evolution, major trends, and current state of the journal. Additionally, we use citation and co-citation analysis to provide an accurate description of the content and the advancement of research in business ethics. Through the results of our analysis, we are able to: (1) pinpoint the characteristics of the growing stock of knowledge published by JBE over the years; (2) identify the most influential works on business ethics research; and (3) detect the formation and evolution of schools of thought in business ethics.","RAYYAN-INCLUSION: {""julius.fenn""=>""Included""} | RAYYAN-LABELS: excOverview",,
rayyan-800531377,Developing a Multidimensional Scale for Ethical Decision Making,2011,12,,JOURNAL OF BUSINESS ETHICS,0167-4544,104,4,485-497,"Casali, GL and Casali, Gian Luca",,English,SPRINGER,"VAN GODEWIJCKSTRAAT 30, 3311 GZ DORDRECHT, NETHERLANDS","This article reports on the development of the managerial ethical profile (MEP) scale. The MEP scale is a multilevel, self-reporting scale measuring the perceived influence that different dimensions of common ethical frameworks have on managerial decision making. The MEP scale measures on eight subscales: economic egoism, reputational egoism, act utilitarianism, rule utilitarianism, self-virtue of self, virtue of others, act deontology, and rule deontology. Confirmatory factor analysis (CFA) was used to provide evidence of scale validity. Future research needs and the value of this measure for business ethics are discussed.","RAYYAN-INCLUSION: {""julius.fenn""=>""Included""} | RAYYAN-LABELS: incOverview,incMESextension",,
rayyan-800531378,Ethical decision-making in the Internet context: Development and test of        an initial model based on moral philosophy,2011,11,,COMPUTERS IN HUMAN BEHAVIOR,0747-5632,27,6,2401-2409,"Yoon, C and Yoon, Cheolho",,English,PERGAMON-ELSEVIER SCIENCE LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND","This paper proposes an ethical decision-making model in the Internet context based on moral theories and then empirically tests the model. The model posits that five moral philosophy variables justice, relativism, egoism, deontology, and utilitarianism affect ethical judgment; ethical judgment, in turn, affects behavioral intentions. To empirically test the model, four scenarios, real-life situations containing an ethical dilemma on the Internet, were developed and empirically analyzed by structural equation modeling with data from 111 university students.        The results showed the five moral philosophy variables affected ethical judgment, each having different effects according to the particular ethical situation. Also, justice, utilitarianism, and ethical judgment were found to influence behavioral intentions in ethical dilemma situations on the Internet. (C) 2011 Elsevier Ltd. All rights reserved.","RAYYAN-INCLUSION: {""julius.fenn""=>""Included""} | RAYYAN-LABELS: incMESextension",,
rayyan-800531379,The ethical orientation and professional commitment: An empirical        examination on Turkish accountants,2011,10,7,AFRICAN JOURNAL OF BUSINESS MANAGEMENT,1993-8233,5,23,10023-10037,"Uyar, M and Ozer, G and Uyar, Metin and Ozer, Gokhan",,English,ACADEMIC JOURNALS,"P O BOX 5170-00200 NAIROBI, VICTORIA ISLAND, LAGOS 73023, NIGERIA","This research, conducted through the collection of data from professional accountants throughout Turkey, aims to examine the relationship between the individual ethical orientation (ethics philosophy) and professional commitment of professional accountants. The collected data were analyzed according to the structural equation model and the structural relationship between the ethical orientation, ethical awareness, ethical decision and the dimensions of professional commitment was illustrated. As a result, it was found out that there is a meaningful level of relationship between the ethical orientation of the professional accountants and their professional commitment. It was observed that, in case of making a decision about an ethical problem concerning their profession, the decisions of the professional accountants with justice and deontological orientation were affected largely by their normative and affective professional commitments, while that of the professional accountants with relativist and teleological orientation with respect to ethics were affected largely by their continuance commitment.","RAYYAN-INCLUSION: {""julius.fenn""=>""Excluded""}",,
rayyan-800531380,Consumer Religiosity: Consequences for Consumer Activism in the United        States,2011,10,,JOURNAL OF BUSINESS ETHICS,0167-4544,103,3,453-467,"Swimberghe, K and Flurry, LA and Parker, JM and Swimberghe, Krist and Flurry, Laura A. and Parker, Janna M.",,English,SPRINGER,"VAN GODEWIJCKSTRAAT 30, 3311 GZ DORDRECHT, NETHERLANDS","In recent times, organizations have experienced consumer backlash as a result of decisions to support controversial causes. To date, little research has attempted to explain consumers' negative response as a function of religion. This study addresses that gap in the literature and examines consumer religious commitment and Christian consumers' conservative beliefs in the United States as motivating factors for consumer activist behavior and boycott participation. Findings from a national sample of 531 consumers suggest that consumers evaluate seller's actions and form ethical judgments. These judgments are a major explanatory variable in consumers' voice complaints, third-party complaint intentions, and boycott intentions.","RAYYAN-INCLUSION: {""julius.fenn""=>""Excluded""}",,
