"";"ID";"item";"questionItem";"value";"category_probe";"category_probe_again";"questionComprehension";"comp_probe";"comp_probe_again"
"310";"57";"contractualist04";"does not respect an unspoken promise...respects an unspoken promise";"4";"Something has to be done or at least tried even if it may go against others thoughts and morals.";NA;"What do you consider to be an <b>unwritten promise</b> in a technological context?";"It seems to mean that results can not be assured.";"we have technology but we do not know how it will work so we can not say for sure if it will work."
"311";"57";"hedonism02";"would be selfish for me to use...would not be selfish for me to use";"5";"I would be in favor of the use of the technology as an attempt to control greenhouse gases.";NA;"Under which circumstances in your opinion is the described technology <b>selfish for you to use</b>?";"because others may not feel as i do but i would proceed anyway.";NA
"312";"57";"virtue01";"is developed by someone who has wrong motivations...is developed by someone who has good motivations";"6";"Because the technology appears to be a potential help to the problem of greenhouse gases and not a try at potential financial gain.";NA;"For the development of the technology  <b>which people or groups of people</b> did you have in mind?";"All people but primarily those with a scientific backgroud.";NA
"313";"57";"utilitarian01";"provides the least utility for society...provides the greatest utility for society";"5";"Becasue there are no other options on the horizon and something has to be done.";NA;"Which type of <b>utilities</b> were you thinking of when you answered the question?";"Improved health and quality of life.";"The benefits to society health and well being could be enormous."
"314";"57";"deontology05";"goes against an important moral rule by which I live...does not go against an important moral rule by which I live";"6";"Morally I believe something has to be done. At some point moral thoughts have to be discarded and action needs to be taken.";NA;"What do you consider to be a <b>important moral rule</b> in a technological context?";"Technology should be for the good of the people.";"That the advancement in technology should be for the good of the people."
"315";"57";"deontology01";"does not imply a moral obligation to act in a certain way...implies a moral obligation to act in a certain way";"3";"The plan does not appear a moral issue but a plan to move forward.";NA;"What do you consider to be a <b>moral obligation</b>?";"A moral obligation would be for companies to do right for the people and not their own bottom line.";NA
"316";"58";"hedonism08";"harms my freedom...promotes my freedom";"4";"This is because from the scenario I think this isn't a concrete plan in solving the issue at had. It's something that could work or not.";NA;"How can the described technology <b>promotes your freedom</b>?";"By it helping solve the problem at hand";"By solving the situation at hand. If it can promote my freedom I think it should work effectively."
"317";"58";"deontology03";"obliges a certain immoral behavior...obliges a certain moral behavior";"5";"Because this should line up in a behavior that will help humanity";NA;"What do you consider to be a <b>moral behavior</b> in a technological context?";" By following the normal rules and norms of nature or humans";NA
"318";"58";"contractualist03";"does not respect an unwritten contract...respects an unwritten contract";"4";"Because the a contract not written can be a bit dangerous";NA;"What do you consider to be an <b>unwritten contract</b> in a technological context?";"When a contract is been made verbally ";"When a contract is being done verbally"
"319";"58";"contractualist04";"does not respect an unspoken promise...respects an unspoken promise";"5";"When a promise is unspoken I think it has a vivid stand on being fulfilled";NA;"What do you consider to be an <b>unwritten promise</b> in a technological context?";"It should be done to build trust and to fulfil it";"It should be do\ne in a way top build more trust and for each party to fulfil"
"320";"58";"hedonism01";"is personally unsatisfactory...is personally satisfactory";"5";"It will be satisfactory when the purpose is being served";NA;"When in your opinion is the described technology <b>personally satisfactory</b>?";"I think the technology should be able to serve its purpose to achieve the goal";NA
"321";"58";"contractualist02";"is unfair...is fair";"5";"It will be fair if we all agree to help solve the problem";NA;"When in your opinion is the described technology <b>fair</b>?";"THE technology will be fair be solving the problems without any harm";NA
"322";"58";"deontology07";"prevents treatment with respect in interactions...ensures treatment with respect in interactions";"5";"This will be a great deal by no human interactions";"Not getting involved or trying to stand in the way of the technology";"What does <b>respect in interactions</b> mean for you in a technological context?";"By respecting the technology and the works it will be used for";NA
"323";"60";"virtue09";"is developed by someone who is acting on ill intentions...is developed by someone who is acting on good intentions";"4";"Because over my life time this has been said over and over again.  When I was very young the scientist said it would be global cooling.  Then they said that many places would be under water by now and are not.  The track record of the global warming crowd isn't that good.  I could add in the Hockey Stick and how it was fraudulent information that gave the environmentalist a black eye.  

Mother Nature creates change to deal with the earth's environment.  You don't account for the fact that new Hurricanes are the earth's way of dealing with the heat.  That is why I select neutral on this survey.";NA;"For the development of the technology  which <b>which people or groups of people</b> did you have in mind?";"Given the past misinformation and outright lies of too many on this subject, they are tainted.  They have a black eye on this issue.  Fool me once shame on you.  Fool me twice shame on me.  It is hard to trust people who in the past have used UNETHICAL methods to push their vision for the world.";NA
"324";"60";"virtue01";"is developed by someone who has wrong motivations...is developed by someone who has good motivations";"2";"Because this industry has lied to many times in the past.  They have used lies for personal gain and money.  They get politicians to buy into their schemes and hire their children for personal gain.  Given the history of what I've seen, how can I trust them?";NA;"For the development of the technology  <b>which people or groups of people</b> did you have in mind?";"For the same reasons I keep stating.  The people over time has used Unethical information to push an agenda.  How can I trust them given their history?";NA
"325";"60";"deontology09";"attacks the intrinsic value of nature...protects the intrinsic value of nature";"3";"You have no clue the long term effects of spaying chemicals into the atmosphere.  Mother Nature maintains a balance.  You say people disturb that balance and cause higher temperatures, but ignore that mother nature adapts to this and uses weather to correct it.  How do we know your man made solutions will not upset the balance of nature?";NA;"What do you consider to be a <b>intrinsic value of nature</b> in a technological context?";"You are trying to manipulate mother nature.  There could be very dangerous side effects if you get it wrong.  In this survey you have said you aren't sure what the long term effects will be yet.  You are gambling with the planets future here.";NA
"326";"60";"deontology07";"prevents treatment with respect in interactions...ensures treatment with respect in interactions";"2";"As I've already stated.  You are playing with mother nature.  You make wrong moves in this regard and the consequences could be worse for your actions.";NA;"What does <b>respect in interactions</b> mean for you in a technological context?";"My purpose is respect in interactions with mother nature.  I don't trust you know the outcome of your experiments.";NA
"327";"60";"hedonism07";"harms my health...promotes my health";"4";"I am neutral because you have no clue the long term effects.  You could actually do more harm.";NA;"How can the described technology <b>promotes your health</b>?";"It can if the process does what you say it will do.  However, you can't prove this.  By your actions will you cause less rain and less water on our planet?  There are consequences for both sides of this argument.";NA
"328";"60";"hedonism08";"harms my freedom...promotes my freedom";"4";"It doesn't do either with the exception that you may be doing this with taxpayer money.  That would be you imposing your will and ideas on me without my consent.";NA;"How can the described technology <b>promotes your freedom</b>?";"It could only promote it if I agree.  If you force it on me then you are in violation of my Freedom.  Who are you to force this experiment on me?  Who decides this answer.  In a Republic it needs to be decided by a overwhelming majority to prevent it from not being approved by the public.  Too often the Federal Gov't does this without so much as a by your leave to the people with the EPA";NA
"329";"60";"deontology08";"prevents treatment with dignity in interactions...ensures treatment with dignity in interactions";"2";"I consider it more unethical because by your own admission you don't know the long term effects.  The fact that it is being done on a planetary scale should be a decision for the entire world, and not a bunch of elitist forcing their views on everyone.  You very well may harm the world by your experiments.";NA;"What does <b>dignity in interactions</b> mean for you in a technological context?";"Common courtesy and not hide the data or lie about the data being done.  Again, too many times the environmentalist have lied in my time.  The boy the cried wolf comes to mind.  Why should I trust you?";NA
"330";"61";"contractualist01";"is unjust...is just";"6";"I'm not sure if it's a good idea, but I don't think it's unjust or unethical.";NA;"When in your opinion is the described technology <b>just</b>?";"I think it pretty much is just since in the scenario the target point of 2 degrees Celsius had been reached.";NA
"331";"61";"utilitarian01";"provides the least utility for society...provides the greatest utility for society";"7";"It would definitely be utilized to reflect back some of the sun's rays, and it would mean people wouldn't have to change their lifestyles dramatically (even if they should).";NA;"Which type of <b>utilities</b> were you thinking of when you answered the question?";"Just overall usefulness to society of deploying it.";NA
"332";"61";"hedonism01";"is personally unsatisfactory...is personally satisfactory";"2";"I don't like this solution, since it's not really a solution, just a temporary stopgap, and doesn't address the cause or protect the oceans.";NA;"When in your opinion is the described technology <b>personally satisfactory</b>?";"When it's used to address the cause of global warming, not to put a band-aid on the damage done by it.";NA
"333";"61";"contractualist02";"is unfair...is fair";"7";"I believe in this scenario it is fair, because countries had agreed upon a target mark, which had been reached.";NA;"When in your opinion is the described technology <b>fair</b>?";"When it is agreed upon by a vast majority.";"When it is agreed upon by the vast majority."
"334";"61";"deontology03";"obliges a certain immoral behavior...obliges a certain moral behavior";"3";"I wouldn't say it necessarily obliges immoral behavior, but it definitely allows and excuses immoral behavior.";NA;"What do you consider to be a <b>moral behavior</b> in a technological context?";"Moral behavior would be making changes personally that benefit society as a whole, like cutting back carbon dioxide emission or even just recycling.";NA
"335";"61";"deontology02";"harms the autonomy of users...promotes the autonomy of users";"4";"I'm unsure about this one, because it's gives them the autonomy to choose what behaviors to continue engaging in, but it removes any autonomy over whether or not SAI is deployed.";NA;"What does <b>autonomy of users</b> mean for you in a technological context?";"The ability to decide and act on their own decisions and will.";NA
"336";"61";"hedonism08";"harms my freedom...promotes my freedom";"4";"This is another tricky one, because in one way it promotes my freedom to live the lifestyle I choose, regardless of the effect on the environment and others, but it would certainly take away a lot of freedoms due to national security risks, such as how airports have changed after 9/11.";NA;"How can the described technology <b>promotes your freedom</b>?";"It can promote my freedom by allowing me to live as careless a lifestyle as I want.";NA
"337";"63";"utilitarian01";"provides the least utility for society...provides the greatest utility for society";"3";"SAI seemed like a more temporary solution and it felt like there were more cons to it than pros. Mainly, it did not directly address the carbon dioxide concentration, which seems to me to be one of the most important things to do when trying to combat climate change. ";NA;"Which type of <b>utilities</b> were you thinking of when you answered the question?";"Combatting climate change and reducing the effects of climate change.";NA
"338";"63";"deontology09";"attacks the intrinsic value of nature...protects the intrinsic value of nature";"4";"I chose 4 because it doesn't seem to me that SAI protects nor attacks the intrinsic value of nature. It's not really helping to combat climate change, nor reverse its effects, but it is helping to lower temperature rates somewhat.";NA;"What do you consider to be a <b>intrinsic value of nature</b> in a technological context?";"In regards to this question, I thought of the intrinsic value of nature as either helping or further damaging nature and took that into account.";NA
"339";"63";"hedonism08";"harms my freedom...promotes my freedom";"4";"I don't believe that SAI either harms or promotes anyone's freedom, which is why I chose a neutral option.";NA;"How can the described technology <b>promotes your freedom</b>?";"It may promote my freedom by allowing me to live my life as normal while SAI contributes to lowering the global temperatures, which would mean that I do not have to worry about it.";NA
"340";"63";"hedonism03";"requires me to make sacrifices in order to use it...does not require me to make sacrifices in order to use it";"6";"I do not believe that SAI requires any sacrifices from individuals in order to be used because we do not have to change anything about our lifestyles to use it.";NA;"When in your opinion requires the described technology to <b>make sacrifices in order to use it</b>?";"I think making a sacrifice means having to change something about our daily routines or somehow drastically change our way of life.";NA
"341";"63";"deontology08";"prevents treatment with dignity in interactions...ensures treatment with dignity in interactions";"4";"I don't believe that the technology neither prevents nor ensures this because nobody has to directly interact with it except for the people controlling it.";NA;"What does <b>dignity in interactions</b> mean for you in a technological context?";"To me this means that the technology is easy to use and doesn't make someone feel bad that they don't know how to use it.";NA
"342";"63";"contractualist06";"violates my ideas of fairness...does not violate my ideas of fairness";"7";"I chose 7 because, in my mind, this technology does not violate any ideas of fairness at all.";NA;"What do you consider to be a <b>idea of fairness</b> in a technological context?";"I believe fairness in this context means that we do not lose anything in the interaction. Therefore, it's a fair transaction between man and technology.";NA
"343";"63";"hedonism01";"is personally unsatisfactory...is personally satisfactory";"2";"I selected 2 because this technology is not personally satisfying to me because it does not address the root cause of climate change.";NA;"When in your opinion is the described technology <b>personally satisfactory</b>?";"The technology would be personally satisfying to me when it helps to combat all aspects of climate change, not just the temperature changes.";NA
"344";"64";"hedonism07";"harms my health...promotes my health";"5";"The sulphur particles lower the temperature of the area. They are natural ingredients.";NA;"How can the described technology <b>promotes your health</b>?";"It promotes my health by the temperature being lowered. We feel better in a cooler environment.";NA
"345";"64";"utilitarian01";"provides the least utility for society...provides the greatest utility for society";"2";"This technique does nothing to lower the acidic in the ocean.
SAI need to be deployed for decades otherwise temperature could rise even higher.";NA;"Which type of <b>utilities</b> were you thinking of when you answered the question?";"the cooling effects from SAI";"the cooling effects from SAI"
"346";"64";"hedonism03";"requires me to make sacrifices in order to use it...does not require me to make sacrifices in order to use it";"7";"I am an ordinary citizen. I do not have a say if the SAI is used or not. My life goes on as it is.";NA;"When in your opinion requires the described technology to <b>make sacrifices in order to use it</b>?";"I do not see how this technology requires sacrifices to be made. It is all natural ingredients,";NA
"347";"64";"deontology05";"goes against an important moral rule by which I live...does not go against an important moral rule by which I live";"7";"It is all natural ingredients and it does not go against my morals. ";NA;"What do you consider to be a <b>important moral rule</b> in a technological context?";"By doing something unethical. By doing something that is known to cause harm.";NA
"348";"64";"contractualist04";"does not respect an unspoken promise...respects an unspoken promise";"4";"All it promises to do is help lower the temperature by natural means. I did not see anything about an unspoken promise.";NA;"What do you consider to be an <b>unwritten promise</b> in a technological context?";"That their methods are guaranteed";"That a method is guaranteed."
"349";"64";"hedonism02";"would be selfish for me to use...would not be selfish for me to use";"7";"It is all natural and it does not seem to do anything that harms the envirnoment.";NA;"Under which circumstances in your opinion is the described technology <b>selfish for you to use</b>?";"when it does harm to the enviroment.";"when it causes harm to others."
"350";"64";"hedonism08";"harms my freedom...promotes my freedom";"4";"It does not effect me either way.";"It does not effect me either way.";"How can the described technology <b>promotes your freedom</b>?";"It can make the earth cooler and I could spend more time outdoors";NA
"351";"66";"deontology09";"attacks the intrinsic value of nature...protects the intrinsic value of nature";"3";"It’s complicated be cause through our own actions we’ve attacked the intrinsic value of nature to a point where further attacks are necessary to bring it back to the minimum balance.";NA;"What do you consider to be a <b>intrinsic value of nature</b> in a technological context?";"One with little human intervention.  That is hard to grasp at this point in time.";NA
"352";"66";"deontology02";"harms the autonomy of users...promotes the autonomy of users";"3";"It seems that the use affects everyone globally even if certain countries don’t approve of its use.  These places may not feel the full affect but it’s still in the air for all to witness change at some degree.
";NA;"What does <b>autonomy of users</b> mean for you in a technological context?";"That people have the right to choose to employ this procedure.  Which in the scenario it seems that at least the leaders of a country do, but even if they don’t and other neighboring countries do, they are still going to be affected by this choice.";NA
"353";"66";"virtue09";"is developed by someone who is acting on ill intentions...is developed by someone who is acting on good intentions";"5";"I think it has been devised with good intentions.  There just isn’t enough information about it’s effects, like adding fluoride to water.";NA;"For the development of the technology  which <b>which people or groups of people</b> did you have in mind?";"People who have intention to help";"People who have good intentions to preserve life on earth"
"354";"66";"deontology01";"does not imply a moral obligation to act in a certain way...implies a moral obligation to act in a certain way";"5";"It’s seems like an emergency tactic employed by those who are wanting to continue to preserve life on earth";NA;"What do you consider to be a <b>moral obligation</b>?";"An obligation to better the planet and livelihood of its residents ";NA
"355";"66";"hedonism01";"is personally unsatisfactory...is personally satisfactory";"5";"Even though I do agree that changes are necessary to reverse the damages caused by human intervention to the environment, I’m afraid it’ll only act as a bandaid.  I’d be afraid of the political divide it will cause and the ensuing violence.";NA;"When in your opinion is the described technology <b>personally satisfactory</b>?";"That I feel good about the procedure and that the pros outweigh the cons";NA
"356";"66";"deontology05";"goes against an important moral rule by which I live...does not go against an important moral rule by which I live";"5";"It doesn’t necessarily go against any particular morals I have.  It’s just new and scary and hopefully will help more than hurt.";NA;"What do you consider to be a <b>important moral rule</b> in a technological context?";"Full transparency and autonomy of the use of this technology ";NA
"357";"66";"deontology08";"prevents treatment with dignity in interactions...ensures treatment with dignity in interactions";"4";"I didn’t quite understand the question.  I’m unsure but would hope it’d ensure treatment with dignity in interactions.";NA;"What does <b>dignity in interactions</b> mean for you in a technological context?";"I guess it goes back to transparency of the use of this technology and choice of testing";NA
"358";"68";"virtue09";"is developed by someone who is acting on ill intentions...is developed by someone who is acting on good intentions";"7";"The intentions are good, but I hate the idea.  This is an attempt to stop the negative effects of human actions, but it's the wrong approach.  Fossil fuels are the problem, yet we're doing almost nothing to stop their use because of greed.";NA;"For the development of the technology  which <b>which people or groups of people</b> did you have in mind?";"Scientists.";"I was thinking of scientists who developed the technology as I believe individual scientists usually have good intentions.  However, they are used as tools of corporate, financial and government interests.  These measures to ameliorate manmade climate change are often nothing more than strategies of big oil, fossil fuel purveyors, and automotive manufacturers to continue their conspiracy to profit at the expense of all life."
"359";"68";"contractualist02";"is unfair...is fair";"1";"It's unethical given the fact that it would be unnecessary if we switched to renewable energy and stopped using fossil fuels. We have the technology but our society is likely doomed because we are ruled and driven solely by profits.  Our leaders are largely morally bankrupt and without a shared ethos or true vision.  ";NA;"When in your opinion is the described technology <b>fair</b>?";"Never";"It's ludicrous.  We want to blanket the planet in chemicals rather than changing our ways.  It's unfair to all life, and it likely will cause unforeseen problems and it probably won't save us anyway."
"360";"68";"deontology07";"prevents treatment with respect in interactions...ensures treatment with respect in interactions";"1";"Spraying chemicals, no matter how ""organic"" over the earth cannot be done with the consent of all life. ";NA;"What does <b>respect in interactions</b> mean for you in a technological context?";"It means informed and true consent.  Consensus is ideal.";NA
"361";"68";"deontology01";"does not imply a moral obligation to act in a certain way...implies a moral obligation to act in a certain way";"7";"Something like this needs to be done morally, with consent and assurance that it will work and will cause no harm.  This is impossible, so it can never be truly moral in my mind.";NA;"What do you consider to be a <b>moral obligation</b>?";"Informed Consent.  Consensus is deal.
100% assurance it will cause no harm or trigger feedback loops";NA
"362";"68";"deontology02";"harms the autonomy of users...promotes the autonomy of users";"1";"It harms the autonomy of every living thing that did not give its express consent";NA;"What does <b>autonomy of users</b> mean for you in a technological context?";"It means choice.  The choice NOT to be subject to the technology or suffer its effects with without sull informed consent.";NA
"363";"68";"deontology08";"prevents treatment with dignity in interactions...ensures treatment with dignity in interactions";"1";"There's no dignity for any living thing when we start spraying crap out of airplanes in a lame attempt to stop the effects of our completely unnecessary selfish and stupid behavior.";NA;"What does <b>dignity in interactions</b> mean for you in a technological context?";"It means that there is an inherent RESPECT.";"There must be respect for the autonomy and liberty of any and all life affected by the use of any technology or process."
"364";"68";"hedonism07";"harms my health...promotes my health";"1";"I don't believe this is in any way healthy.";"There's nothing anyone can do to convince me this is in any way a good idea or without harm to living things, natural systems, or my health.";"How can the described technology <b>promotes your health</b>?";"This means that it would actually be conducive to good health.  It would make you healthier. This cannot be true in any way in the described scenario.";NA
"365";"69";"hedonism08";"harms my freedom...promotes my freedom";"3";"I would want to know more information to to better understand and make a decision about it.";NA;"How can the described technology <b>promotes your freedom</b>?";"It can help with climate change which gives more freedom";NA
"366";"69";"contractualist03";"does not respect an unwritten contract...respects an unwritten contract";"3";"I do not really know if it respects the contract or not so I took a neutral tone";NA;"What do you consider to be an <b>unwritten contract</b> in a technological context?";"I am unsure ";"I do not really understand this question. I guess an unwritten contract would be a contract encouraging advancement in technology "
"367";"69";"deontology09";"attacks the intrinsic value of nature...protects the intrinsic value of nature";"5";"It aims to preserve but it does not decrease climate change";NA;"What do you consider to be a <b>intrinsic value of nature</b> in a technological context?";"It is nature behaving on its own without scientific assistance ";NA
"368";"69";"deontology04";"is not morally right...is morally right";"2";"I feel like since they don't know the side effects they do not know how it will impact people";NA;"When in your opinion is the described technology <b>morally right</b>?";"technology that is not playing God";"when it helps improve the quality of earth"
"369";"69";"deontology03";"obliges a certain immoral behavior...obliges a certain moral behavior";"4";"I would need more background information to make an informed decision";NA;"What do you consider to be a <b>moral behavior</b> in a technological context?";"I would consider moral behavior is making a decision for the best of society";NA
"370";"69";"hedonism01";"is personally unsatisfactory...is personally satisfactory";"3";"how satisfactory it is depends on how it improves the earth";NA;"When in your opinion is the described technology <b>personally satisfactory</b>?";"when it makes the climate quality better ";"when it makes things better "
"371";"69";"contractualist06";"violates my ideas of fairness...does not violate my ideas of fairness";"2";"people are not allowed to make decisions about it";"it is unfair because we don't know long term effects ";"What do you consider to be a <b>idea of fairness</b> in a technological context?";"when everyone gets equal treatment";"when everyone is treated the same"
"372";"70";"deontology07";"prevents treatment with respect in interactions...ensures treatment with respect in interactions";"5";"It seems like this could be an effective process. The SAI techniques seem to ensure treatment.";NA;"What does <b>respect in interactions</b> mean for you in a technological context?";"To me it means the interactions with the sulfur that is directed back out to space by the planes.";NA
"373";"70";"hedonism03";"requires me to make sacrifices in order to use it...does not require me to make sacrifices in order to use it";"6";"Although it does need to be studied more, it does not seem to harm anything. It seems to be working with little side effects.
";NA;"When in your opinion requires the described technology to <b>make sacrifices in order to use it</b>?";"I don't see any sacrifices that need to be made. However, this is assuming that there are no long term side effects.";NA
"374";"70";"contractualist01";"is unjust...is just";"7";"I believe this is just as there has been success in using this. It would be good if it was used more, as it can lower the temperature of the Earth.";NA;"When in your opinion is the described technology <b>just</b>?";"Yes, this technology is considered just. It does not have any known negative impact.";NA
"375";"70";"virtue09";"is developed by someone who is acting on ill intentions...is developed by someone who is acting on good intentions";"6";"I have to assume this was developed by someone with good intentions. It seems to work and can help lower the temperature of the Earth.";NA;"For the development of the technology  which <b>which people or groups of people</b> did you have in mind?";"The group's that I had in mind were the Scientists who discovered this method.";NA
"376";"70";"hedonism02";"would be selfish for me to use...would not be selfish for me to use";"7";"I don't feel like it would be selfish to use this at all. It seems to work and would improve the environment for everyone.";NA;"Under which circumstances in your opinion is the described technology <b>selfish for you to use</b>?";"It would be selfish if it only benefited me or a small group of people. ";NA
"377";"70";"deontology08";"prevents treatment with dignity in interactions...ensures treatment with dignity in interactions";"5";"This is a new process that seems to work and the people that use it would ensure dignity in their interactions.";NA;"What does <b>dignity in interactions</b> mean for you in a technological context?";"Dignity in interactions to me means doing the right thing and not causing harm to others.";NA
"378";"70";"deontology05";"goes against an important moral rule by which I live...does not go against an important moral rule by which I live";"7";"This process does not go against any of my morals. It seems to work to protect the environment and I support it.";NA;"What do you consider to be a <b>important moral rule</b> in a technological context?";"An important moral rule would be violating my moral standards, like causing harm to others.";NA
"379";"71";"hedonism07";"harms my health...promotes my health";"3";"I guess I wasn't really thinking so much as it affects my health, but it seems like the risks that come with this idea are pretty bad compared to the chance of success it will have. ";NA;"How can the described technology <b>promotes your health</b>?";"If it reflects the intense heats from the sun, then we can slow down, temporarily, the rises temperatures and ocean levels. I suppose that would mean we live longer because we aren't losing important farming ground or the climate necessary for it. Except the sun is being reflected, so now we are growing food artificially which could be bad.";NA
"380";"71";"hedonism08";"harms my freedom...promotes my freedom";"3";"I think at a certain point you have to be angry that you are no longer able to go outside and really enjoy the outdoors when the sun is being reflected. It starts to feel like we are in the Matrix after thy blocked out the sun.";NA;"How can the described technology <b>promotes your freedom</b>?";"It allows me to live longer, or at least not have to struggle to do so as much as I would have. I don't know that it promotes freedom. I'm sure there are going to be a lot of things we can't do just to make sure we don't disrupt the sulfur in the sky.";NA
"381";"71";"hedonism03";"requires me to make sacrifices in order to use it...does not require me to make sacrifices in order to use it";"2";"Quality of living would change. There is still the concentration of co2 in the atmosphere that could possibly get worse being in a man-made ""cooler."" I'm sure taxes will skyrocket so that our government can pay for this disaster of a plan. ";NA;"When in your opinion requires the described technology to <b>make sacrifices in order to use it</b>?";"Probably from the beginning.";"Before it starts. We have to have technology before we start the process."
"382";"71";"deontology09";"attacks the intrinsic value of nature...protects the intrinsic value of nature";"6";"We are blocking out the sun. It is interfering with natures life force.";NA;"What do you consider to be a <b>intrinsic value of nature</b> in a technological context?";"The sun is kind of what makes photosynthesis possible. We are disrupting plant life, which disrupts our life.";NA
"383";"71";"contractualist01";"is unjust...is just";"3";"It would do more harm than good. It is a wonky idea to say the least.";NA;"When in your opinion is the described technology <b>just</b>?";"It is not.";"It is not just. It is a bad idea that doesn't actually have any upside to it. It is just a temporary hold on temperatures that will result in a worse situation in time."
"384";"71";"contractualist04";"does not respect an unspoken promise...respects an unspoken promise";"2";"I don;t even know what this question is supposed to mean.";NA;"What do you consider to be an <b>unwritten promise</b> in a technological context?";"Maybe that we are supposed to let nature do it's thing and stop interfering. Maybe we should just stop polluting and wasting so much so that earth can heal itself?";NA
"385";"71";"deontology08";"prevents treatment with dignity in interactions...ensures treatment with dignity in interactions";"2";"I'm just waiting for this survey to end. I don't know what I'm supposed to put for some of these answers. It wasn't that long of text to get so much information from me. There is no dignity when you say you're solving something but youre just prolonging it.";NA;"What does <b>dignity in interactions</b> mean for you in a technological context?";"It means not asking so many stupid questions for little pay. It means come up with a better plan to fight climate change. It means giving up 8 years from now and blocking out the sun is a dumb idea.";NA
"386";"73";"deontology04";"is not morally right...is morally right";"5";"society helped create the problem  we have to try to correct it trail and error are part of it on both sides";NA;"When in your opinion is the described technology <b>morally right</b>?";"we helped make the problem we have to try to fix it through trial and error
";NA
"387";"73";"hedonism07";"harms my health...promotes my health";"4";"no tests yet ";"no answer  no test";"How can the described technology <b>promotes your health</b>?";"no answer no test
";"may or may not reverse the problem may add to it due to never having been tried before  no trials with persons in a lab were mentioned
"
"388";"73";"deontology01";"does not imply a moral obligation to act in a certain way...implies a moral obligation to act in a certain way";"4";"everyone has a choice and there are laws of nature and nurture that have to be considered as well as the state laws
";NA;"What do you consider to be a <b>moral obligation</b>?";" we are on earth to protect creation";"We are on earth to protect creation
"
"389";"73";"hedonism01";"is personally unsatisfactory...is personally satisfactory";"2";"no lab tests were mentioned
";"  a combination of minds and tests need to be done to protect earthlings and reverse what has destroyed creation 
";"When in your opinion is the described technology <b>personally satisfactory</b>?";"I think we have to try 
";" we have to try things 
"
"390";"73";"contractualist02";"is unfair...is fair";"4";"People places things and the governments should collaborate to solve  issues  

";NA;"When in your opinion is the described technology <b>fair</b>?";"Not a balanced issue to sway one way or the other need more info 
";NA
"391";"73";"virtue01";"is developed by someone who has wrong motivations...is developed by someone who has good motivations";"5";"I just hope that is who they are as some just want the money 
";NA;"For the development of the technology  <b>which people or groups of people</b> did you have in mind?";"Scientists government individuals that did a  crowd funding  like Elon Musk for example";NA
"392";"73";"hedonism02";"would be selfish for me to use...would not be selfish for me to use";"4";"I do not n]know all the science or motives 
";"Not enough info 
";"Under which circumstances in your opinion is the described technology <b>selfish for you to use</b>?";"Not enough info for a concrete decision 
";"Just my choice  not fully willing to use the technology without the rules of the technology being explained 
"
"393";"74";"deontology05";"goes against an important moral rule by which I live...does not go against an important moral rule by which I live";"6";"It seems to be an emergency solution to a problem that is affecting everyone. Even if it is not ideal, it's the only choice at the moment so I wouldn't be opposed.";NA;"What do you consider to be a <b>important moral rule</b> in a technological context?";"The only important moral rule that would affect my decision if this technology would be killing people or causing some life lasting side effects that diminish quality of life. ";NA
"394";"74";"virtue01";"is developed by someone who has wrong motivations...is developed by someone who has good motivations";"4";"I'm not sure as to their motivations as one of the potential issues mentioned is competition between countries if i recall correctly";NA;"For the development of the technology  <b>which people or groups of people</b> did you have in mind?";"I thought mostly corporations/governments";"Again I was thinking corporations. Scientists are of course involved but usually are backed by big companies"
"395";"74";"hedonism03";"requires me to make sacrifices in order to use it...does not require me to make sacrifices in order to use it";"6";"It doesn't seem that the common man has to sacrifice anything to use this technology. There might be some unforeseen complications but we don't now about those yet. ";NA;"When in your opinion requires the described technology to <b>make sacrifices in order to use it</b>?";"If there were a list of side effects listed. ";"If there were a list of side effects listed"
"396";"74";"contractualist02";"is unfair...is fair";"4";"I don't think it's fair or unfair. It's an emergency solution to a big problem. It's just a matter of fact.";NA;"When in your opinion is the described technology <b>fair</b>?";"The only unfair aspect that I could think of is that one country decides to deploy a technology that affects the whole world. Maybe this would be more fair if the majority of countries came together and agreed on this solution.";NA
"397";"74";"deontology02";"harms the autonomy of users...promotes the autonomy of users";"2";"I guess it harms the autonomy of users in the sense that the common man doesn't necessarily have a say in its deployment.";NA;"What does <b>autonomy of users</b> mean for you in a technological context?";"
To me, it means users can directly use this technology on their own. I'm unsure if that's correct.";NA
"398";"74";"hedonism01";"is personally unsatisfactory...is personally satisfactory";"6";"It seems satisfactory enough to me as it's an emergency solution to a dire problem.";NA;"When in your opinion is the described technology <b>personally satisfactory</b>?";"When it helps to solve a problem that is affecting my life. ";NA
"399";"74";"contractualist01";"is unjust...is just";"4";"It's only unjust in the fact that one country's deployment can affect the whole world in case there does turn out to be side effects.";NA;"When in your opinion is the described technology <b>just</b>?";"It's just if majority agrees to use the technology";"It's just when the majority of countries agree to use the technology."
"400";"75";"deontology01";"does not imply a moral obligation to act in a certain way...implies a moral obligation to act in a certain way";"7";"because it requires us to do what is right for our planet so that it is not done in vain";NA;"What do you consider to be a <b>moral obligation</b>?";"an obligation to do things in which is the right thing to do or that we perceive as helping";NA
"401";"75";"deontology07";"prevents treatment with respect in interactions...ensures treatment with respect in interactions";"7";"because we are relying on it to help the situation";"scientists believe this treatment could work";"What does <b>respect in interactions</b> mean for you in a technological context?";"science interacting with nature";"how man interferes with nature"
